"year","zone","indicator","measure","value"
"2008-2009","S01001900","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",360
"2008-2009","S01001900","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",329
"2008-2009","S01001900","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",371
"2008-2009","S01001900","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",480
"2008-2009","S01001900","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",322
"2008-2009","S01001901","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01001901","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01001901","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",16
"2008-2009","S01001901","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",15
"2008-2009","S01001901","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01001901","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01001901","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01001901","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001901","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",29
"2008-2009","S01001901","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01001901","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",39
"2008-2009","S01001901","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",46
"2008-2009","S01001901","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",57
"2008-2009","S01001901","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",28
"2008-2009","S01001901","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01001901","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",41
"2008-2009","S01001901","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",48
"2008-2009","S01001901","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",61
"2008-2009","S01001901","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",9
"2008-2009","S01001901","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01001901","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",523
"2008-2009","S01001901","Estimated Median Gross Total Household Income Per Week","Median",548
"2008-2009","S01001901","Estimated Median Net Total Household Income Per Week","Median",475
"2008-2009","S01001901","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",488
"2008-2009","S01001901","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",498
"2008-2009","S01001901","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",496
"2008-2009","S01001901","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",604
"2008-2009","S01001901","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",444
"2008-2009","S01001902","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01001902","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01001902","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",14
"2008-2009","S01001902","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",12
"2008-2009","S01001902","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",13
"2008-2009","S01001902","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",9
"2008-2009","S01001902","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01001902","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001902","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",15
"2008-2009","S01001902","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",22
"2008-2009","S01001902","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",28
"2008-2009","S01001902","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",32
"2008-2009","S01001902","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",44
"2008-2009","S01001902","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",13
"2008-2009","S01001902","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",20
"2008-2009","S01001902","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",26
"2008-2009","S01001902","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",32
"2008-2009","S01001902","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",42
"2008-2009","S01001902","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01001902","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",3
"2008-2009","S01001902","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",721
"2008-2009","S01001902","Estimated Median Gross Total Household Income Per Week","Median",729
"2008-2009","S01001902","Estimated Median Net Total Household Income Per Week","Median",593
"2008-2009","S01001902","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",575
"2008-2009","S01001902","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",502
"2008-2009","S01001902","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",603
"2008-2009","S01001902","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",624
"2008-2009","S01001902","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",525
"2008-2009","S01001903","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01001903","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01001903","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",29
"2008-2009","S01001903","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",25
"2008-2009","S01001903","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01001903","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01001903","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01001903","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01001903","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",46
"2008-2009","S01001903","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",57
"2008-2009","S01001903","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",62
"2008-2009","S01001903","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",69
"2008-2009","S01001903","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",79
"2008-2009","S01001903","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",38
"2008-2009","S01001903","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",49
"2008-2009","S01001903","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",60
"2008-2009","S01001903","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",68
"2008-2009","S01001903","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",84
"2008-2009","S01001903","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",38
"2008-2009","S01001903","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",11
"2008-2009","S01001903","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",381
"2008-2009","S01001903","Estimated Median Gross Total Household Income Per Week","Median",473
"2008-2009","S01001903","Estimated Median Net Total Household Income Per Week","Median",374
"2008-2009","S01001903","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",357
"2008-2009","S01001903","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",321
"2008-2009","S01001903","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",373
"2008-2009","S01001903","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",431
"2008-2009","S01001903","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",313
"2008-2009","S01001904","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001904","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001904","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",23
"2008-2009","S01001904","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",21
"2008-2009","S01001904","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001904","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01001904","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01001904","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01001904","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",54
"2008-2009","S01001904","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",66
"2008-2009","S01001904","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",72
"2008-2009","S01001904","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",78
"2008-2009","S01001904","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",86
"2008-2009","S01001904","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",50
"2008-2009","S01001904","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",62
